id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_tempat_hiburan,jumlah_tempat_hiburan,satuan,tahun
541,32,JAWA BARAT,3201,KABUPATEN BOGOR,NIGHT CLUB,0,UNIT,2018
542,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUB,0,UNIT,2018
543,32,JAWA BARAT,3201,KABUPATEN BOGOR,DISKOTIK,0,UNIT,2018
544,32,JAWA BARAT,3201,KABUPATEN BOGOR,KARAOKE/BAR,0,UNIT,2018
545,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANTI PIJAT,0,UNIT,2018
546,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NIGHT CLUB,0,UNIT,2018
547,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUB,0,UNIT,2018
548,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DISKOTIK,0,UNIT,2018
549,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KARAOKE/BAR,0,UNIT,2018
550,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANTI PIJAT,0,UNIT,2018
551,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NIGHT CLUB,0,UNIT,2018
552,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUB,0,UNIT,2018
553,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DISKOTIK,0,UNIT,2018
554,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KARAOKE/BAR,12,UNIT,2018
555,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANTI PIJAT,0,UNIT,2018
556,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NIGHT CLUB,0,UNIT,2018
557,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUB,0,UNIT,2018
558,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DISKOTIK,0,UNIT,2018
559,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KARAOKE/BAR,1,UNIT,2018
560,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANTI PIJAT,0,UNIT,2018
561,32,JAWA BARAT,3205,KABUPATEN GARUT,NIGHT CLUB,0,UNIT,2018
562,32,JAWA BARAT,3205,KABUPATEN GARUT,PUB,0,UNIT,2018
563,32,JAWA BARAT,3205,KABUPATEN GARUT,DISKOTIK,0,UNIT,2018
564,32,JAWA BARAT,3205,KABUPATEN GARUT,KARAOKE/BAR,15,UNIT,2018
565,32,JAWA BARAT,3205,KABUPATEN GARUT,PANTI PIJAT,0,UNIT,2018
566,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NIGHT CLUB,0,UNIT,2018
567,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUB,0,UNIT,2018
568,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DISKOTIK,0,UNIT,2018
569,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KARAOKE/BAR,0,UNIT,2018
570,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANTI PIJAT,0,UNIT,2018
571,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NIGHT CLUB,0,UNIT,2018
572,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUB,0,UNIT,2018
573,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DISKOTIK,0,UNIT,2018
574,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KARAOKE/BAR,3,UNIT,2018
575,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANTI PIJAT,0,UNIT,2018
576,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NIGHT CLUB,0,UNIT,2018
577,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUB,0,UNIT,2018
578,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DISKOTIK,0,UNIT,2018
579,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KARAOKE/BAR,12,UNIT,2018
580,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANTI PIJAT,0,UNIT,2018
581,32,JAWA BARAT,3209,KABUPATEN CIREBON,NIGHT CLUB,1,UNIT,2018
582,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUB,1,UNIT,2018
583,32,JAWA BARAT,3209,KABUPATEN CIREBON,DISKOTIK,1,UNIT,2018
584,32,JAWA BARAT,3209,KABUPATEN CIREBON,KARAOKE/BAR,7,UNIT,2018
585,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANTI PIJAT,5,UNIT,2018
586,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NIGHT CLUB,0,UNIT,2018
587,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUB,0,UNIT,2018
588,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DISKOTIK,0,UNIT,2018
589,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KARAOKE/BAR,3,UNIT,2018
590,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANTI PIJAT,2,UNIT,2018
591,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NIGHT CLUB,0,UNIT,2018
592,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUB,0,UNIT,2018
593,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DISKOTIK,0,UNIT,2018
594,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KARAOKE/BAR,0,UNIT,2018
595,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANTI PIJAT,0,UNIT,2018
596,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NIGHT CLUB,0,UNIT,2018
597,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUB,0,UNIT,2018
598,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DISKOTIK,0,UNIT,2018
599,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KARAOKE/BAR,8,UNIT,2018
600,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANTI PIJAT,0,UNIT,2018
601,32,JAWA BARAT,3213,KABUPATEN SUBANG,NIGHT CLUB,0,UNIT,2018
602,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUB,0,UNIT,2018
603,32,JAWA BARAT,3213,KABUPATEN SUBANG,DISKOTIK,0,UNIT,2018
604,32,JAWA BARAT,3213,KABUPATEN SUBANG,KARAOKE/BAR,18,UNIT,2018
605,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANTI PIJAT,0,UNIT,2018
606,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NIGHT CLUB,0,UNIT,2018
607,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUB,0,UNIT,2018
608,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DISKOTIK,0,UNIT,2018
609,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KARAOKE/BAR,8,UNIT,2018
610,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANTI PIJAT,0,UNIT,2018
611,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NIGHT CLUB,0,UNIT,2018
612,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUB,0,UNIT,2018
613,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DISKOTIK,0,UNIT,2018
614,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KARAOKE/BAR,15,UNIT,2018
615,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANTI PIJAT,10,UNIT,2018
616,32,JAWA BARAT,3216,KABUPATEN BEKASI,NIGHT CLUB,0,UNIT,2018
617,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUB,0,UNIT,2018
618,32,JAWA BARAT,3216,KABUPATEN BEKASI,DISKOTIK,0,UNIT,2018
619,32,JAWA BARAT,3216,KABUPATEN BEKASI,KARAOKE/BAR,0,UNIT,2018
620,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANTI PIJAT,0,UNIT,2018
621,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NIGHT CLUB,0,UNIT,2018
622,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUB,0,UNIT,2018
623,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DISKOTIK,0,UNIT,2018
624,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KARAOKE/BAR,0,UNIT,2018
625,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANTI PIJAT,0,UNIT,2018
626,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NIGHT CLUB,0,UNIT,2018
627,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUB,0,UNIT,2018
628,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DISKOTIK,0,UNIT,2018
629,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KARAOKE/BAR,3,UNIT,2018
630,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANTI PIJAT,5,UNIT,2018
631,32,JAWA BARAT,3271,KOTA BOGOR,NIGHT CLUB,0,UNIT,2018
632,32,JAWA BARAT,3271,KOTA BOGOR,PUB,0,UNIT,2018
633,32,JAWA BARAT,3271,KOTA BOGOR,DISKOTIK,0,UNIT,2018
634,32,JAWA BARAT,3271,KOTA BOGOR,KARAOKE/BAR,0,UNIT,2018
635,32,JAWA BARAT,3271,KOTA BOGOR,PANTI PIJAT,0,UNIT,2018
636,32,JAWA BARAT,3272,KOTA SUKABUMI,NIGHT CLUB,0,UNIT,2018
637,32,JAWA BARAT,3272,KOTA SUKABUMI,PUB,0,UNIT,2018
638,32,JAWA BARAT,3272,KOTA SUKABUMI,DISKOTIK,0,UNIT,2018
639,32,JAWA BARAT,3272,KOTA SUKABUMI,KARAOKE/BAR,0,UNIT,2018
640,32,JAWA BARAT,3272,KOTA SUKABUMI,PANTI PIJAT,0,UNIT,2018
641,32,JAWA BARAT,3273,KOTA BANDUNG,NIGHT CLUB,17,UNIT,2018
642,32,JAWA BARAT,3273,KOTA BANDUNG,PUB,43,UNIT,2018
643,32,JAWA BARAT,3273,KOTA BANDUNG,DISKOTIK,4,UNIT,2018
644,32,JAWA BARAT,3273,KOTA BANDUNG,KARAOKE/BAR,146,UNIT,2018
645,32,JAWA BARAT,3273,KOTA BANDUNG,PANTI PIJAT,41,UNIT,2018
646,32,JAWA BARAT,3274,KOTA CIREBON,NIGHT CLUB,0,UNIT,2018
647,32,JAWA BARAT,3274,KOTA CIREBON,PUB,0,UNIT,2018
648,32,JAWA BARAT,3274,KOTA CIREBON,DISKOTIK,0,UNIT,2018
649,32,JAWA BARAT,3274,KOTA CIREBON,KARAOKE/BAR,12,UNIT,2018
650,32,JAWA BARAT,3274,KOTA CIREBON,PANTI PIJAT,1,UNIT,2018
651,32,JAWA BARAT,3275,KOTA BEKASI,NIGHT CLUB,0,UNIT,2018
652,32,JAWA BARAT,3275,KOTA BEKASI,PUB,7,UNIT,2018
653,32,JAWA BARAT,3275,KOTA BEKASI,DISKOTIK,1,UNIT,2018
654,32,JAWA BARAT,3275,KOTA BEKASI,KARAOKE/BAR,33,UNIT,2018
655,32,JAWA BARAT,3275,KOTA BEKASI,PANTI PIJAT,10,UNIT,2018
656,32,JAWA BARAT,3276,KOTA DEPOK,NIGHT CLUB,0,UNIT,2018
657,32,JAWA BARAT,3276,KOTA DEPOK,PUB,0,UNIT,2018
658,32,JAWA BARAT,3276,KOTA DEPOK,DISKOTIK,0,UNIT,2018
659,32,JAWA BARAT,3276,KOTA DEPOK,KARAOKE/BAR,0,UNIT,2018
660,32,JAWA BARAT,3276,KOTA DEPOK,PANTI PIJAT,0,UNIT,2018
661,32,JAWA BARAT,3277,KOTA CIMAHI,NIGHT CLUB,0,UNIT,2018
662,32,JAWA BARAT,3277,KOTA CIMAHI,PUB,0,UNIT,2018
663,32,JAWA BARAT,3277,KOTA CIMAHI,DISKOTIK,0,UNIT,2018
664,32,JAWA BARAT,3277,KOTA CIMAHI,KARAOKE/BAR,0,UNIT,2018
665,32,JAWA BARAT,3277,KOTA CIMAHI,PANTI PIJAT,0,UNIT,2018
666,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NIGHT CLUB,0,UNIT,2018
667,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUB,0,UNIT,2018
668,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DISKOTIK,0,UNIT,2018
669,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KARAOKE/BAR,0,UNIT,2018
670,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANTI PIJAT,0,UNIT,2018
671,32,JAWA BARAT,3279,KOTA BANJAR,NIGHT CLUB,0,UNIT,2018
672,32,JAWA BARAT,3279,KOTA BANJAR,PUB,0,UNIT,2018
673,32,JAWA BARAT,3279,KOTA BANJAR,DISKOTIK,0,UNIT,2018
674,32,JAWA BARAT,3279,KOTA BANJAR,KARAOKE/BAR,0,UNIT,2018
675,32,JAWA BARAT,3279,KOTA BANJAR,PANTI PIJAT,0,UNIT,2018
676,32,JAWA BARAT,3201,KABUPATEN BOGOR,NIGHT CLUB,0,UNIT,2019
677,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUB,0,UNIT,2019
678,32,JAWA BARAT,3201,KABUPATEN BOGOR,DISKOTIK,0,UNIT,2019
679,32,JAWA BARAT,3201,KABUPATEN BOGOR,KARAOKE/BAR,9,UNIT,2019
680,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANTI PIJAT,100,UNIT,2019
681,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NIGHT CLUB,0,UNIT,2019
682,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUB,0,UNIT,2019
683,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DISKOTIK,0,UNIT,2019
684,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KARAOKE/BAR,2,UNIT,2019
685,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANTI PIJAT,0,UNIT,2019
686,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NIGHT CLUB,0,UNIT,2019
687,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUB,0,UNIT,2019
688,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DISKOTIK,0,UNIT,2019
689,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KARAOKE/BAR,12,UNIT,2019
690,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANTI PIJAT,0,UNIT,2019
691,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NIGHT CLUB,0,UNIT,2019
692,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUB,0,UNIT,2019
693,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DISKOTIK,0,UNIT,2019
694,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KARAOKE/BAR,0,UNIT,2019
695,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANTI PIJAT,0,UNIT,2019
696,32,JAWA BARAT,3205,KABUPATEN GARUT,NIGHT CLUB,0,UNIT,2019
697,32,JAWA BARAT,3205,KABUPATEN GARUT,PUB,0,UNIT,2019
698,32,JAWA BARAT,3205,KABUPATEN GARUT,DISKOTIK,0,UNIT,2019
699,32,JAWA BARAT,3205,KABUPATEN GARUT,KARAOKE/BAR,15,UNIT,2019
700,32,JAWA BARAT,3205,KABUPATEN GARUT,PANTI PIJAT,0,UNIT,2019
701,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NIGHT CLUB,0,UNIT,2019
702,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUB,0,UNIT,2019
703,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DISKOTIK,0,UNIT,2019
704,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KARAOKE/BAR,0,UNIT,2019
705,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANTI PIJAT,0,UNIT,2019
706,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NIGHT CLUB,0,UNIT,2019
707,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUB,0,UNIT,2019
708,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DISKOTIK,0,UNIT,2019
709,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KARAOKE/BAR,3,UNIT,2019
710,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANTI PIJAT,0,UNIT,2019
711,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NIGHT CLUB,0,UNIT,2019
712,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUB,0,UNIT,2019
713,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DISKOTIK,0,UNIT,2019
714,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KARAOKE/BAR,12,UNIT,2019
715,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANTI PIJAT,0,UNIT,2019
716,32,JAWA BARAT,3209,KABUPATEN CIREBON,NIGHT CLUB,1,UNIT,2019
717,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUB,1,UNIT,2019
718,32,JAWA BARAT,3209,KABUPATEN CIREBON,DISKOTIK,1,UNIT,2019
719,32,JAWA BARAT,3209,KABUPATEN CIREBON,KARAOKE/BAR,7,UNIT,2019
720,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANTI PIJAT,5,UNIT,2019
721,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NIGHT CLUB,0,UNIT,2019
722,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUB,0,UNIT,2019
723,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DISKOTIK,0,UNIT,2019
724,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KARAOKE/BAR,3,UNIT,2019
725,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANTI PIJAT,5,UNIT,2019
726,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NIGHT CLUB,0,UNIT,2019
727,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUB,0,UNIT,2019
728,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DISKOTIK,0,UNIT,2019
729,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KARAOKE/BAR,0,UNIT,2019
730,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANTI PIJAT,0,UNIT,2019
731,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NIGHT CLUB,0,UNIT,2019
732,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUB,0,UNIT,2019
733,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DISKOTIK,0,UNIT,2019
734,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KARAOKE/BAR,9,UNIT,2019
735,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANTI PIJAT,0,UNIT,2019
736,32,JAWA BARAT,3213,KABUPATEN SUBANG,NIGHT CLUB,0,UNIT,2019
737,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUB,0,UNIT,2019
738,32,JAWA BARAT,3213,KABUPATEN SUBANG,DISKOTIK,0,UNIT,2019
739,32,JAWA BARAT,3213,KABUPATEN SUBANG,KARAOKE/BAR,30,UNIT,2019
740,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANTI PIJAT,2,UNIT,2019
741,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NIGHT CLUB,0,UNIT,2019
742,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUB,0,UNIT,2019
743,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DISKOTIK,0,UNIT,2019
744,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KARAOKE/BAR,8,UNIT,2019
745,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANTI PIJAT,0,UNIT,2019
746,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NIGHT CLUB,0,UNIT,2019
747,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUB,0,UNIT,2019
748,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DISKOTIK,0,UNIT,2019
749,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KARAOKE/BAR,20,UNIT,2019
750,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANTI PIJAT,10,UNIT,2019
751,32,JAWA BARAT,3216,KABUPATEN BEKASI,NIGHT CLUB,0,UNIT,2019
752,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUB,0,UNIT,2019
753,32,JAWA BARAT,3216,KABUPATEN BEKASI,DISKOTIK,0,UNIT,2019
754,32,JAWA BARAT,3216,KABUPATEN BEKASI,KARAOKE/BAR,0,UNIT,2019
755,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANTI PIJAT,0,UNIT,2019
756,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NIGHT CLUB,0,UNIT,2019
757,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUB,0,UNIT,2019
758,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DISKOTIK,0,UNIT,2019
759,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KARAOKE/BAR,1,UNIT,2019
760,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANTI PIJAT,2,UNIT,2019
761,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NIGHT CLUB,0,UNIT,2019
762,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUB,0,UNIT,2019
763,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DISKOTIK,0,UNIT,2019
764,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KARAOKE/BAR,2,UNIT,2019
765,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANTI PIJAT,5,UNIT,2019
766,32,JAWA BARAT,3271,KOTA BOGOR,NIGHT CLUB,0,UNIT,2019
767,32,JAWA BARAT,3271,KOTA BOGOR,PUB,0,UNIT,2019
768,32,JAWA BARAT,3271,KOTA BOGOR,DISKOTIK,0,UNIT,2019
769,32,JAWA BARAT,3271,KOTA BOGOR,KARAOKE/BAR,0,UNIT,2019
770,32,JAWA BARAT,3271,KOTA BOGOR,PANTI PIJAT,0,UNIT,2019
771,32,JAWA BARAT,3272,KOTA SUKABUMI,NIGHT CLUB,0,UNIT,2019
772,32,JAWA BARAT,3272,KOTA SUKABUMI,PUB,0,UNIT,2019
773,32,JAWA BARAT,3272,KOTA SUKABUMI,DISKOTIK,0,UNIT,2019
774,32,JAWA BARAT,3272,KOTA SUKABUMI,KARAOKE/BAR,0,UNIT,2019
775,32,JAWA BARAT,3272,KOTA SUKABUMI,PANTI PIJAT,0,UNIT,2019
776,32,JAWA BARAT,3273,KOTA BANDUNG,NIGHT CLUB,10,UNIT,2019
777,32,JAWA BARAT,3273,KOTA BANDUNG,PUB,100,UNIT,2019
778,32,JAWA BARAT,3273,KOTA BANDUNG,DISKOTIK,4,UNIT,2019
779,32,JAWA BARAT,3273,KOTA BANDUNG,KARAOKE/BAR,28,UNIT,2019
780,32,JAWA BARAT,3273,KOTA BANDUNG,PANTI PIJAT,35,UNIT,2019
781,32,JAWA BARAT,3274,KOTA CIREBON,NIGHT CLUB,0,UNIT,2019
782,32,JAWA BARAT,3274,KOTA CIREBON,PUB,0,UNIT,2019
783,32,JAWA BARAT,3274,KOTA CIREBON,DISKOTIK,0,UNIT,2019
784,32,JAWA BARAT,3274,KOTA CIREBON,KARAOKE/BAR,12,UNIT,2019
785,32,JAWA BARAT,3274,KOTA CIREBON,PANTI PIJAT,1,UNIT,2019
786,32,JAWA BARAT,3275,KOTA BEKASI,NIGHT CLUB,0,UNIT,2019
787,32,JAWA BARAT,3275,KOTA BEKASI,PUB,7,UNIT,2019
788,32,JAWA BARAT,3275,KOTA BEKASI,DISKOTIK,1,UNIT,2019
789,32,JAWA BARAT,3275,KOTA BEKASI,KARAOKE/BAR,33,UNIT,2019
790,32,JAWA BARAT,3275,KOTA BEKASI,PANTI PIJAT,10,UNIT,2019
791,32,JAWA BARAT,3276,KOTA DEPOK,NIGHT CLUB,0,UNIT,2019
792,32,JAWA BARAT,3276,KOTA DEPOK,PUB,0,UNIT,2019
793,32,JAWA BARAT,3276,KOTA DEPOK,DISKOTIK,0,UNIT,2019
794,32,JAWA BARAT,3276,KOTA DEPOK,KARAOKE/BAR,0,UNIT,2019
795,32,JAWA BARAT,3276,KOTA DEPOK,PANTI PIJAT,0,UNIT,2019
796,32,JAWA BARAT,3277,KOTA CIMAHI,NIGHT CLUB,0,UNIT,2019
797,32,JAWA BARAT,3277,KOTA CIMAHI,PUB,0,UNIT,2019
798,32,JAWA BARAT,3277,KOTA CIMAHI,DISKOTIK,0,UNIT,2019
799,32,JAWA BARAT,3277,KOTA CIMAHI,KARAOKE/BAR,0,UNIT,2019
800,32,JAWA BARAT,3277,KOTA CIMAHI,PANTI PIJAT,0,UNIT,2019
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NIGHT CLUB,0,UNIT,2019
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUB,0,UNIT,2019
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DISKOTIK,0,UNIT,2019
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KARAOKE/BAR,3,UNIT,2019
805,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANTI PIJAT,0,UNIT,2019
806,32,JAWA BARAT,3279,KOTA BANJAR,NIGHT CLUB,0,UNIT,2019
807,32,JAWA BARAT,3279,KOTA BANJAR,PUB,0,UNIT,2019
808,32,JAWA BARAT,3279,KOTA BANJAR,DISKOTIK,0,UNIT,2019
809,32,JAWA BARAT,3279,KOTA BANJAR,KARAOKE/BAR,0,UNIT,2019
810,32,JAWA BARAT,3279,KOTA BANJAR,PANTI PIJAT,0,UNIT,2019
