id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_tempat_hiburan,jumlah_tempat_hiburan,satuan,tahun
811,32,JAWA BARAT,3201,KABUPATEN BOGOR,NIGHT CLUB,0,UNIT,2020
812,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUB,0,UNIT,2020
813,32,JAWA BARAT,3201,KABUPATEN BOGOR,DISKOTIK,0,UNIT,2020
814,32,JAWA BARAT,3201,KABUPATEN BOGOR,KARAOKE/BAR,9,UNIT,2020
815,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANTI PIJAT,100,UNIT,2020
816,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NIGHT CLUB,0,UNIT,2020
817,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUB,0,UNIT,2020
818,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DISKOTIK,0,UNIT,2020
819,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KARAOKE/BAR,2,UNIT,2020
820,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANTI PIJAT,0,UNIT,2020
821,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NIGHT CLUB,0,UNIT,2020
822,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUB,0,UNIT,2020
823,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DISKOTIK,0,UNIT,2020
824,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KARAOKE/BAR,12,UNIT,2020
825,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANTI PIJAT,0,UNIT,2020
826,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NIGHT CLUB,0,UNIT,2020
827,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUB,0,UNIT,2020
828,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DISKOTIK,0,UNIT,2020
829,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KARAOKE/BAR,0,UNIT,2020
830,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANTI PIJAT,0,UNIT,2020
831,32,JAWA BARAT,3205,KABUPATEN GARUT,NIGHT CLUB,0,UNIT,2020
832,32,JAWA BARAT,3205,KABUPATEN GARUT,PUB,0,UNIT,2020
833,32,JAWA BARAT,3205,KABUPATEN GARUT,DISKOTIK,0,UNIT,2020
834,32,JAWA BARAT,3205,KABUPATEN GARUT,KARAOKE/BAR,15,UNIT,2020
835,32,JAWA BARAT,3205,KABUPATEN GARUT,PANTI PIJAT,0,UNIT,2020
836,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NIGHT CLUB,0,UNIT,2020
837,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUB,0,UNIT,2020
838,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DISKOTIK,0,UNIT,2020
839,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KARAOKE/BAR,0,UNIT,2020
840,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANTI PIJAT,0,UNIT,2020
841,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NIGHT CLUB,0,UNIT,2020
842,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUB,0,UNIT,2020
843,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DISKOTIK,0,UNIT,2020
844,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KARAOKE/BAR,2,UNIT,2020
845,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANTI PIJAT,0,UNIT,2020
846,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NIGHT CLUB,0,UNIT,2020
847,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUB,0,UNIT,2020
848,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DISKOTIK,0,UNIT,2020
849,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KARAOKE/BAR,12,UNIT,2020
850,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANTI PIJAT,0,UNIT,2020
851,32,JAWA BARAT,3209,KABUPATEN CIREBON,NIGHT CLUB,0,UNIT,2020
852,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUB,5,UNIT,2020
853,32,JAWA BARAT,3209,KABUPATEN CIREBON,DISKOTIK,0,UNIT,2020
854,32,JAWA BARAT,3209,KABUPATEN CIREBON,KARAOKE/BAR,8,UNIT,2020
855,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANTI PIJAT,8,UNIT,2020
856,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NIGHT CLUB,0,UNIT,2020
857,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUB,0,UNIT,2020
858,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DISKOTIK,0,UNIT,2020
859,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KARAOKE/BAR,3,UNIT,2020
860,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANTI PIJAT,5,UNIT,2020
861,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NIGHT CLUB,0,UNIT,2020
862,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUB,0,UNIT,2020
863,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DISKOTIK,0,UNIT,2020
864,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KARAOKE/BAR,7,UNIT,2020
865,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANTI PIJAT,0,UNIT,2020
866,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NIGHT CLUB,0,UNIT,2020
867,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUB,0,UNIT,2020
868,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DISKOTIK,0,UNIT,2020
869,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KARAOKE/BAR,10,UNIT,2020
870,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANTI PIJAT,0,UNIT,2020
871,32,JAWA BARAT,3213,KABUPATEN SUBANG,NIGHT CLUB,0,UNIT,2020
872,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUB,0,UNIT,2020
873,32,JAWA BARAT,3213,KABUPATEN SUBANG,DISKOTIK,0,UNIT,2020
874,32,JAWA BARAT,3213,KABUPATEN SUBANG,KARAOKE/BAR,32,UNIT,2020
875,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANTI PIJAT,3,UNIT,2020
876,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NIGHT CLUB,0,UNIT,2020
877,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUB,0,UNIT,2020
878,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DISKOTIK,0,UNIT,2020
879,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KARAOKE/BAR,8,UNIT,2020
880,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANTI PIJAT,0,UNIT,2020
881,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NIGHT CLUB,0,UNIT,2020
882,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUB,0,UNIT,2020
883,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DISKOTIK,0,UNIT,2020
884,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KARAOKE/BAR,16,UNIT,2020
885,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANTI PIJAT,12,UNIT,2020
886,32,JAWA BARAT,3216,KABUPATEN BEKASI,NIGHT CLUB,0,UNIT,2020
887,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUB,0,UNIT,2020
888,32,JAWA BARAT,3216,KABUPATEN BEKASI,DISKOTIK,0,UNIT,2020
889,32,JAWA BARAT,3216,KABUPATEN BEKASI,KARAOKE/BAR,0,UNIT,2020
890,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANTI PIJAT,0,UNIT,2020
891,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NIGHT CLUB,0,UNIT,2020
892,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUB,0,UNIT,2020
893,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DISKOTIK,0,UNIT,2020
894,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KARAOKE/BAR,1,UNIT,2020
895,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANTI PIJAT,2,UNIT,2020
896,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NIGHT CLUB,0,UNIT,2020
897,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUB,0,UNIT,2020
898,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DISKOTIK,0,UNIT,2020
899,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KARAOKE/BAR,4,UNIT,2020
900,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANTI PIJAT,5,UNIT,2020
901,32,JAWA BARAT,3271,KOTA BOGOR,NIGHT CLUB,0,UNIT,2020
902,32,JAWA BARAT,3271,KOTA BOGOR,PUB,0,UNIT,2020
903,32,JAWA BARAT,3271,KOTA BOGOR,DISKOTIK,0,UNIT,2020
904,32,JAWA BARAT,3271,KOTA BOGOR,KARAOKE/BAR,0,UNIT,2020
905,32,JAWA BARAT,3271,KOTA BOGOR,PANTI PIJAT,0,UNIT,2020
906,32,JAWA BARAT,3272,KOTA SUKABUMI,NIGHT CLUB,0,UNIT,2020
907,32,JAWA BARAT,3272,KOTA SUKABUMI,PUB,0,UNIT,2020
908,32,JAWA BARAT,3272,KOTA SUKABUMI,DISKOTIK,0,UNIT,2020
909,32,JAWA BARAT,3272,KOTA SUKABUMI,KARAOKE/BAR,14,UNIT,2020
910,32,JAWA BARAT,3272,KOTA SUKABUMI,PANTI PIJAT,0,UNIT,2020
911,32,JAWA BARAT,3273,KOTA BANDUNG,NIGHT CLUB,10,UNIT,2020
912,32,JAWA BARAT,3273,KOTA BANDUNG,PUB,98,UNIT,2020
913,32,JAWA BARAT,3273,KOTA BANDUNG,DISKOTIK,4,UNIT,2020
914,32,JAWA BARAT,3273,KOTA BANDUNG,KARAOKE/BAR,25,UNIT,2020
915,32,JAWA BARAT,3273,KOTA BANDUNG,PANTI PIJAT,35,UNIT,2020
916,32,JAWA BARAT,3274,KOTA CIREBON,NIGHT CLUB,0,UNIT,2020
917,32,JAWA BARAT,3274,KOTA CIREBON,PUB,0,UNIT,2020
918,32,JAWA BARAT,3274,KOTA CIREBON,DISKOTIK,0,UNIT,2020
919,32,JAWA BARAT,3274,KOTA CIREBON,KARAOKE/BAR,8,UNIT,2020
920,32,JAWA BARAT,3274,KOTA CIREBON,PANTI PIJAT,7,UNIT,2020
921,32,JAWA BARAT,3275,KOTA BEKASI,NIGHT CLUB,0,UNIT,2020
922,32,JAWA BARAT,3275,KOTA BEKASI,PUB,2,UNIT,2020
923,32,JAWA BARAT,3275,KOTA BEKASI,DISKOTIK,0,UNIT,2020
924,32,JAWA BARAT,3275,KOTA BEKASI,KARAOKE/BAR,60,UNIT,2020
925,32,JAWA BARAT,3275,KOTA BEKASI,PANTI PIJAT,98,UNIT,2020
926,32,JAWA BARAT,3276,KOTA DEPOK,NIGHT CLUB,0,UNIT,2020
927,32,JAWA BARAT,3276,KOTA DEPOK,PUB,0,UNIT,2020
928,32,JAWA BARAT,3276,KOTA DEPOK,DISKOTIK,0,UNIT,2020
929,32,JAWA BARAT,3276,KOTA DEPOK,KARAOKE/BAR,21,UNIT,2020
930,32,JAWA BARAT,3276,KOTA DEPOK,PANTI PIJAT,97,UNIT,2020
931,32,JAWA BARAT,3277,KOTA CIMAHI,NIGHT CLUB,0,UNIT,2020
932,32,JAWA BARAT,3277,KOTA CIMAHI,PUB,0,UNIT,2020
933,32,JAWA BARAT,3277,KOTA CIMAHI,DISKOTIK,0,UNIT,2020
934,32,JAWA BARAT,3277,KOTA CIMAHI,KARAOKE/BAR,0,UNIT,2020
935,32,JAWA BARAT,3277,KOTA CIMAHI,PANTI PIJAT,0,UNIT,2020
936,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NIGHT CLUB,0,UNIT,2020
937,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUB,0,UNIT,2020
938,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DISKOTIK,0,UNIT,2020
939,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KARAOKE/BAR,3,UNIT,2020
940,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANTI PIJAT,0,UNIT,2020
941,32,JAWA BARAT,3279,KOTA BANJAR,NIGHT CLUB,0,UNIT,2020
942,32,JAWA BARAT,3279,KOTA BANJAR,PUB,0,UNIT,2020
943,32,JAWA BARAT,3279,KOTA BANJAR,DISKOTIK,0,UNIT,2020
944,32,JAWA BARAT,3279,KOTA BANJAR,KARAOKE/BAR,0,UNIT,2020
945,32,JAWA BARAT,3279,KOTA BANJAR,PANTI PIJAT,0,UNIT,2020
946,32,JAWA BARAT,3201,KABUPATEN BOGOR,NIGHT CLUB,0,UNIT,2021
947,32,JAWA BARAT,3201,KABUPATEN BOGOR,PUB,0,UNIT,2021
948,32,JAWA BARAT,3201,KABUPATEN BOGOR,DISKOTIK,0,UNIT,2021
949,32,JAWA BARAT,3201,KABUPATEN BOGOR,KARAOKE/BAR,7,UNIT,2021
950,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANTI PIJAT,22,UNIT,2021
951,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NIGHT CLUB,0,UNIT,2021
952,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PUB,0,UNIT,2021
953,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,DISKOTIK,0,UNIT,2021
954,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KARAOKE/BAR,2,UNIT,2021
955,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANTI PIJAT,0,UNIT,2021
956,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NIGHT CLUB,0,UNIT,2021
957,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PUB,0,UNIT,2021
958,32,JAWA BARAT,3203,KABUPATEN CIANJUR,DISKOTIK,0,UNIT,2021
959,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KARAOKE/BAR,12,UNIT,2021
960,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANTI PIJAT,0,UNIT,2021
961,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NIGHT CLUB,0,UNIT,2021
962,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PUB,0,UNIT,2021
963,32,JAWA BARAT,3204,KABUPATEN BANDUNG,DISKOTIK,0,UNIT,2021
964,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KARAOKE/BAR,0,UNIT,2021
965,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANTI PIJAT,0,UNIT,2021
966,32,JAWA BARAT,3205,KABUPATEN GARUT,NIGHT CLUB,0,UNIT,2021
967,32,JAWA BARAT,3205,KABUPATEN GARUT,PUB,0,UNIT,2021
968,32,JAWA BARAT,3205,KABUPATEN GARUT,DISKOTIK,0,UNIT,2021
969,32,JAWA BARAT,3205,KABUPATEN GARUT,KARAOKE/BAR,5,UNIT,2021
970,32,JAWA BARAT,3205,KABUPATEN GARUT,PANTI PIJAT,0,UNIT,2021
971,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NIGHT CLUB,0,UNIT,2021
972,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PUB,0,UNIT,2021
973,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,DISKOTIK,0,UNIT,2021
974,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KARAOKE/BAR,0,UNIT,2021
975,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANTI PIJAT,0,UNIT,2021
976,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NIGHT CLUB,0,UNIT,2021
977,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PUB,0,UNIT,2021
978,32,JAWA BARAT,3207,KABUPATEN CIAMIS,DISKOTIK,0,UNIT,2021
979,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KARAOKE/BAR,2,UNIT,2021
980,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANTI PIJAT,0,UNIT,2021
981,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NIGHT CLUB,0,UNIT,2021
982,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PUB,0,UNIT,2021
983,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,DISKOTIK,0,UNIT,2021
984,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KARAOKE/BAR,12,UNIT,2021
985,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANTI PIJAT,0,UNIT,2021
986,32,JAWA BARAT,3209,KABUPATEN CIREBON,NIGHT CLUB,0,UNIT,2021
987,32,JAWA BARAT,3209,KABUPATEN CIREBON,PUB,5,UNIT,2021
988,32,JAWA BARAT,3209,KABUPATEN CIREBON,DISKOTIK,0,UNIT,2021
989,32,JAWA BARAT,3209,KABUPATEN CIREBON,KARAOKE/BAR,8,UNIT,2021
990,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANTI PIJAT,8,UNIT,2021
991,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NIGHT CLUB,0,UNIT,2021
992,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PUB,0,UNIT,2021
993,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,DISKOTIK,0,UNIT,2021
994,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KARAOKE/BAR,3,UNIT,2021
995,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANTI PIJAT,5,UNIT,2021
996,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NIGHT CLUB,0,UNIT,2021
997,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PUB,0,UNIT,2021
998,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,DISKOTIK,0,UNIT,2021
999,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KARAOKE/BAR,7,UNIT,2021
1000,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANTI PIJAT,0,UNIT,2021
1001,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NIGHT CLUB,0,UNIT,2021
1002,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PUB,0,UNIT,2021
1003,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,DISKOTIK,0,UNIT,2021
1004,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KARAOKE/BAR,11,UNIT,2021
1005,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANTI PIJAT,0,UNIT,2021
1006,32,JAWA BARAT,3213,KABUPATEN SUBANG,NIGHT CLUB,0,UNIT,2021
1007,32,JAWA BARAT,3213,KABUPATEN SUBANG,PUB,0,UNIT,2021
1008,32,JAWA BARAT,3213,KABUPATEN SUBANG,DISKOTIK,0,UNIT,2021
1009,32,JAWA BARAT,3213,KABUPATEN SUBANG,KARAOKE/BAR,31,UNIT,2021
1010,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANTI PIJAT,2,UNIT,2021
1011,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NIGHT CLUB,0,UNIT,2021
1012,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PUB,0,UNIT,2021
1013,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,DISKOTIK,0,UNIT,2021
1014,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KARAOKE/BAR,8,UNIT,2021
1015,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANTI PIJAT,0,UNIT,2021
1016,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NIGHT CLUB,0,UNIT,2021
1017,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PUB,0,UNIT,2021
1018,32,JAWA BARAT,3215,KABUPATEN KARAWANG,DISKOTIK,0,UNIT,2021
1019,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KARAOKE/BAR,16,UNIT,2021
1020,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANTI PIJAT,12,UNIT,2021
1021,32,JAWA BARAT,3216,KABUPATEN BEKASI,NIGHT CLUB,0,UNIT,2021
1022,32,JAWA BARAT,3216,KABUPATEN BEKASI,PUB,0,UNIT,2021
1023,32,JAWA BARAT,3216,KABUPATEN BEKASI,DISKOTIK,0,UNIT,2021
1024,32,JAWA BARAT,3216,KABUPATEN BEKASI,KARAOKE/BAR,0,UNIT,2021
1025,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANTI PIJAT,15,UNIT,2021
1026,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NIGHT CLUB,0,UNIT,2021
1027,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PUB,0,UNIT,2021
1028,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,DISKOTIK,0,UNIT,2021
1029,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KARAOKE/BAR,1,UNIT,2021
1030,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANTI PIJAT,2,UNIT,2021
1031,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NIGHT CLUB,0,UNIT,2021
1032,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PUB,0,UNIT,2021
1033,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,DISKOTIK,0,UNIT,2021
1034,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KARAOKE/BAR,4,UNIT,2021
1035,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANTI PIJAT,0,UNIT,2021
1036,32,JAWA BARAT,3271,KOTA BOGOR,NIGHT CLUB,0,UNIT,2021
1037,32,JAWA BARAT,3271,KOTA BOGOR,PUB,0,UNIT,2021
1038,32,JAWA BARAT,3271,KOTA BOGOR,DISKOTIK,0,UNIT,2021
1039,32,JAWA BARAT,3271,KOTA BOGOR,KARAOKE/BAR,13,UNIT,2021
1040,32,JAWA BARAT,3271,KOTA BOGOR,PANTI PIJAT,0,UNIT,2021
1041,32,JAWA BARAT,3272,KOTA SUKABUMI,NIGHT CLUB,0,UNIT,2021
1042,32,JAWA BARAT,3272,KOTA SUKABUMI,PUB,0,UNIT,2021
1043,32,JAWA BARAT,3272,KOTA SUKABUMI,DISKOTIK,0,UNIT,2021
1044,32,JAWA BARAT,3272,KOTA SUKABUMI,KARAOKE/BAR,7,UNIT,2021
1045,32,JAWA BARAT,3272,KOTA SUKABUMI,PANTI PIJAT,0,UNIT,2021
1046,32,JAWA BARAT,3273,KOTA BANDUNG,NIGHT CLUB,6,UNIT,2021
1047,32,JAWA BARAT,3273,KOTA BANDUNG,PUB,28,UNIT,2021
1048,32,JAWA BARAT,3273,KOTA BANDUNG,DISKOTIK,2,UNIT,2021
1049,32,JAWA BARAT,3273,KOTA BANDUNG,KARAOKE/BAR,143,UNIT,2021
1050,32,JAWA BARAT,3273,KOTA BANDUNG,PANTI PIJAT,33,UNIT,2021
1051,32,JAWA BARAT,3274,KOTA CIREBON,NIGHT CLUB,0,UNIT,2021
1052,32,JAWA BARAT,3274,KOTA CIREBON,PUB,0,UNIT,2021
1053,32,JAWA BARAT,3274,KOTA CIREBON,DISKOTIK,0,UNIT,2021
1054,32,JAWA BARAT,3274,KOTA CIREBON,KARAOKE/BAR,8,UNIT,2021
1055,32,JAWA BARAT,3274,KOTA CIREBON,PANTI PIJAT,7,UNIT,2021
1056,32,JAWA BARAT,3275,KOTA BEKASI,NIGHT CLUB,2,UNIT,2021
1057,32,JAWA BARAT,3275,KOTA BEKASI,PUB,2,UNIT,2021
1058,32,JAWA BARAT,3275,KOTA BEKASI,DISKOTIK,0,UNIT,2021
1059,32,JAWA BARAT,3275,KOTA BEKASI,KARAOKE/BAR,52,UNIT,2021
1060,32,JAWA BARAT,3275,KOTA BEKASI,PANTI PIJAT,24,UNIT,2021
1061,32,JAWA BARAT,3276,KOTA DEPOK,NIGHT CLUB,0,UNIT,2021
1062,32,JAWA BARAT,3276,KOTA DEPOK,PUB,0,UNIT,2021
1063,32,JAWA BARAT,3276,KOTA DEPOK,DISKOTIK,0,UNIT,2021
1064,32,JAWA BARAT,3276,KOTA DEPOK,KARAOKE/BAR,21,UNIT,2021
1065,32,JAWA BARAT,3276,KOTA DEPOK,PANTI PIJAT,97,UNIT,2021
1066,32,JAWA BARAT,3277,KOTA CIMAHI,NIGHT CLUB,0,UNIT,2021
1067,32,JAWA BARAT,3277,KOTA CIMAHI,PUB,0,UNIT,2021
1068,32,JAWA BARAT,3277,KOTA CIMAHI,DISKOTIK,0,UNIT,2021
1069,32,JAWA BARAT,3277,KOTA CIMAHI,KARAOKE/BAR,0,UNIT,2021
1070,32,JAWA BARAT,3277,KOTA CIMAHI,PANTI PIJAT,0,UNIT,2021
1071,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NIGHT CLUB,0,UNIT,2021
1072,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PUB,0,UNIT,2021
1073,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DISKOTIK,0,UNIT,2021
1074,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KARAOKE/BAR,3,UNIT,2021
1075,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANTI PIJAT,0,UNIT,2021
1076,32,JAWA BARAT,3279,KOTA BANJAR,NIGHT CLUB,0,UNIT,2021
1077,32,JAWA BARAT,3279,KOTA BANJAR,PUB,0,UNIT,2021
1078,32,JAWA BARAT,3279,KOTA BANJAR,DISKOTIK,0,UNIT,2021
1079,32,JAWA BARAT,3279,KOTA BANJAR,KARAOKE/BAR,0,UNIT,2021
1080,32,JAWA BARAT,3279,KOTA BANJAR,PANTI PIJAT,0,UNIT,2021
